indicator;País__ESTANDAR;Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa de migración;Antigua y Barbuda;1952;-3.86;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1953;-4.42;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1954;-4.80;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1955;-5.18;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1956;-5.49;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1957;-5.69;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1958;-5.82;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1959;-6.04;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1960;-6.50;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1961;-12.10;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1962;-12.44;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1963;-12.64;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1964;-9.26;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1965;-9.23;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1966;-8.45;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1967;-7.09;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1968;-5.42;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1969;-3.83;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1970;-13.29;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1971;-18.40;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1972;-21.74;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1973;-21.94;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1974;-20.58;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1975;-18.61;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1976;-16.47;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1977;-14.62;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1978;-13.74;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1979;-13.03;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1980;-12.69;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1981;-12.39;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1982;-12.08;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1983;-11.53;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1984;-18.31;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1985;-19.81;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1986;-18.74;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1987;-18.94;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1988;-18.94;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1989;-18.38;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1990;-17.91;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1991;3.51;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1992;6.28;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1993;7.38;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1994;7.68;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1995;7.75;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1996;6.87;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1997;6.95;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1998;6.43;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;1999;5.30;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2000;3.61;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2001;1.95;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2002;0.66;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2003;0.52;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2004;1.28;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2005;2.53;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2006;3.89;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2007;4.55;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2008;4.44;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2009;4.01;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2010;3.45;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2011;2.85;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2012;2.32;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2013;1.76;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2014;1.21;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2015;0.67;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2016;0.18;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2017;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2018;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2019;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2020;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2021;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2022;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2023;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2024;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2025;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2026;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2027;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2028;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2029;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2030;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2031;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2032;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2033;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2034;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2035;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2036;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2037;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2038;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2039;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2040;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2041;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2042;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2043;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2044;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2045;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2046;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2047;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2048;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2049;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2050;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2051;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2052;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2053;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2054;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2055;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2056;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2057;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2058;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2059;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2060;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2061;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2062;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2063;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2064;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2065;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2066;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2067;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2068;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2069;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2070;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2071;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2072;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2073;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2074;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2075;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2076;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2077;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2078;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2079;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2080;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2081;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2082;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2083;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2084;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2085;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2086;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2087;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2088;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2089;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2090;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2091;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2092;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2093;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2094;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2095;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2096;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2097;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2098;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2099;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Antigua y Barbuda;2100;0.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1950;3.56;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1951;3.14;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1952;2.72;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1953;2.32;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1954;1.95;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1955;1.63;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1956;1.37;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1957;1.21;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1958;1.12;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1959;1.06;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1960;1.00;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1961;1.42;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1962;1.40;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1963;1.44;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1964;1.49;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1965;1.54;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1966;1.59;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1967;1.66;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1968;1.73;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1969;1.72;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1970;1.61;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1971;1.49;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1972;1.49;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1973;1.57;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1974;1.72;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1975;-0.21;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1976;-0.39;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1977;-0.55;Tasa por 1.000 habitantes;;6547
Tasa de migración;Argentina;1978;-0.54;Tasa por 1.000 habitantes;;6547
